Date,Volume,Volume_std ,Index_ROC,Close,close_std_sp500_F_mini,close_m_sp500_F_mini
7/15/2020,1419635,1.798432388,1.13,3219.5,-0.404211142,643.9
7/16/2020,1073827,0.983756958,-0.78,3194.5,-0.449802933,638.9
7/17/2020,804718,0.349773677,0.61,3214,-0.414241336,642.8
7/20/2020,771885,0.272423707,0.97,3245.25,-0.357251596,649.05
7/21/2020,965242,0.727945838,0.18,3251.25,-0.346309566,650.25
7/22/2020,870907,0.505705732,0.44,3265.5,-0.320322245,653.1
7/23/2020,1187809,1.252282657,-1.16,3227.5,-0.389621768,645.5
7/24/2020,1041284,0.907090187,-0.73,3204,-0.432478053,640.8
7/27/2020,761517,0.247998144,0.88,3232.25,-0.380959328,646.45
7/28/2020,811743,0.366323597,-0.6,3213,-0.416065007,642.6
7/29/2020,659438,0.007514254,1.23,3252.5,-0.344029976,650.5
7/30/2020,1026724,0.872788857,-0.12,3248.75,-0.350868745,649.75
7/31/2020,1170078,1.210510893,0.45,3263.5,-0.323969588,652.7
8/3/2020,549146,-0.25231832,0.77,3288.5,-0.278377796,657.7
8/4/2020,599455,-0.133797331,0.35,3300,-0.257405572,660
8/5/2020,542479,-0.268024842,0.48,3316,-0.228226825,663.2
8/6/2020,741215,0.200169463,0.85,3344.25,-0.1767081,668.85
8/7/2020,909596,0.596851621,0.01,3344.75,-0.175796265,668.95
8/10/2020,661329,0.011969186,0.24,3352.75,-0.161206891,670.55
8/11/2020,974384,0.749483115,-0.68,3330,-0.202695422,666
8/12/2020,866719,0.495839388,1.2,3370,-0.129748555,674
8/13/2020,714190,0.136502331,-0.07,3367.75,-0.133851816,673.55
8/14/2020,665298,0.021319597,-0.19,3361.5,-0.145249764,672.3
8/17/2020,408070,-0.584673705,0.54,3379.75,-0.111967756,675.95
8/18/2020,601229,-0.129618034,0.21,3387,-0.098746136,677.4
8/19/2020,720650,0.151721191,-0.42,3372.75,-0.124733458,674.55
8/20/2020,743300,0.205081432,0.24,3380.75,-0.110144084,676.15
8/21/2020,723095,0.15748127,0.35,3392.5,-0.088715942,678.5
8/24/2020,691359,0.082715679,1.03,3427.5,-0.024887434,685.5
8/25/2020,731804,0.177998459,0.45,3443,0.003379477,688.6
8/26/2020,637492,-0.044187462,1.08,3480.25,0.071311247,696.05
8/27/2020,1031257,0.883467973,0.14,3485.25,0.080429606,697.05
8/28/2020,713068,0.133859056,0.55,3504.5,0.115535285,700.9
8/31/2020,680344,0.056765875,-0.16,3499,0.105505091,699.8
9/1/2020,701143,0.105765419,0.8,3527,0.156567898,705.4
9/2/2020,924937,0.632992878,1.48,3579.25,0.251854743,715.85
9/3/2020,1908869,2.950999476,-3.29,3461.5,0.037117403,692.3
9/4/2020,1783626,2.655944431,-1.27,3417.5,-0.04312415,683.5
9/8/2020,2026634,3.228437395,-2.4,3335.5,-0.192665227,667.1
9/9/2020,1014612,0.844254674,1.94,3400.25,-0.074582487,680.05
9/10/2020,1337442,1.604797141,-1.76,3340.5,-0.183546869,668.1
9/11/2020,451061,-0.483392903,-0.2,3333.75,-0.195856653,666.75
9/14/2020,132567,-1.233720358,1.46,3382.5,-0.106952659,676.5
9/15/2020,77209,-1.364136088,0.67,3405.25,-0.065464128,681.05
9/16/2020,96782,-1.318024829,-0.46,3389.5,-0.094186957,677.9
9/17/2020,106003,-1.296301438,-0.83,3361.5,-0.145249764,672.3
9/18/2020,1072178,0.979872143,-0.24,3353.600098,-0.159656592,670.7200195
9/21/2020,1256851,1.414935982,-2.34,3275,-0.302997364,655
9/22/2020,946638,0.684117408,0.74,3299.25,-0.258773326,659.85
9/23/2020,1165489,1.199699849,-2.06,3231.25,-0.382782999,646.25
9/24/2020,1288513,1.489527239,0.21,3238,-0.370473216,647.6
9/25/2020,1030582,0.881877767,1.52,3287.25,-0.280657386,657.45
9/28/2020,809590,0.361251429,1.79,3346,-0.173516675,669.2
9/29/2020,729692,0.173022882,-0.37,3333.75,-0.195856653,666.75
9/30/2020,1140694,1.141286286,0.55,3352,-0.162574645,670.4
10/1/2020,937681,0.663015965,0.47,3367.75,-0.133851816,673.55
10/2/2020,1259792,1.421864568,-0.85,3339.25,-0.185826459,667.85
10/5/2020,641071,-0.035755837,1.61,3393,-0.087804106,678.6
10/6/2020,1150090,1.163421952,-1.17,3353.25,-0.160295055,670.65
10/7/2020,895709,0.564135785,1.6,3406.75,-0.062728621,681.35
10/8/2020,638300,-0.042283927,0.9,3437.5,-0.006650717,687.5
10/9/2020,571111,-0.200571843,1.04,3473.25,0.058545546,694.65
10/12/2020,726172,0.164730253,1.71,3532.75,0.16705401,706.55
10/13/2020,894785,0.56195897,-0.79,3504.75,0.115991203,700.95
10/14/2020,901013,0.57663127,-0.68,3481,0.072679001,696.2
10/15/2020,897971,0.569464742,-0.16,3475.5,0.062648807,695.1
10/16/2020,719766,0.14963861,-0.38,3462.25,0.038485157,692.45
10/19/2020,1027486,0.874584023,-1.14,3422.75,-0.033549874,684.55
10/20/2020,1078100,0.99382355,0.28,3432.25,-0.016224993,686.45
10/21/2020,1034105,0.890177464,0.01,3432.5,-0.015769075,686.5
10/22/2020,856913,0.472737819,0.49,3449.25,0.014777425,689.85
10/23/2020,773247,0.275632389,0.07,3451.75,0.019336605,690.35
10/26/2020,1270433,1.44693328,-1.69,3393.5,-0.08689227,678.7
10/27/2020,940467,0.669579393,-0.31,3383,-0.106040823,676.6
10/28/2020,1529943,2.058302655,-3.53,3263.5,-0.323969588,652.7
10/29/2020,1357129,1.651176967,1.19,3302.25,-0.253302311,660.45
10/30/2020,1733336,2.537468203,-1.14,3264.75,-0.321689998,652.95
11/2/2020,1313229,1.547754689,1.1,3300.5,-0.256493736,660.1
11/3/2020,1055224,0.939930883,1.85,3361.5,-0.145249764,672.3
11/4/2020,1504508,1.998381342,2.19,3435,-0.011209896,687
11/5/2020,1113831,1.078000804,2.03,3504.75,0.115991203,700.95
11/6/2020,1103710,1.054157139,-0.11,3500.75,0.108696517,700.15
11/9/2020,1805691,2.707926494,1.24,3544,0.187570316,708.8
11/10/2020,1651819,2.345425518,-0.08,3541,0.182099301,708.2
11/11/2020,978070,0.758166817,0.76,3568,0.231338437,713.6
11/12/2020,1209448,1.303261123,-0.99,3532.5,0.166598092,706.5
11/13/2020,827963,0.404535655,1.4,3582,0.25686984,716.4
11/16/2020,853041,0.463615927,1.14,3623,0.331640379,724.6
11/17/2020,923520,0.629654624,-0.45,3606.75,0.302005714,721.35
11/18/2020,974851,0.750583302,-1.16,3565,0.225867422,713
11/19/2020,891717,0.55473119,0.42,3580,0.253222497,716
11/20/2020,754973,0.232581393,-0.72,3554.25,0.206262951,710.85
11/23/2020,755342,0.233450705,0.61,3576,0.24592781,715.2
11/24/2020,763423,0.252488415,1.59,3632.75,0.349421177,726.55
11/25/2020,703798,0.112020228,-0.15,3627.25,0.339390983,725.45
11/30/2020,993931,0.795533122,-0.11,3623.25,0.332096297,724.65
12/1/2020,839881,0.432612802,1.03,3660.5,0.400028066,732.1
12/2/2020,678576,0.052600713,0.18,3667.25,0.41233785,733.45
12/3/2020,716871,0.142818394,-0.07,3664.5,0.407322753,732.9
12/4/2020,567166,-0.209865712,0.91,3698,0.468415754,739.6
12/7/2020,664937,0.020469131,-0.2,3690.75,0.455194134,738.15
12/8/2020,672062,0.037254637,0.3,3702,0.475710441,740.4
12/9/2020,1143360,1.14756701,-0.8,3672.5,0.421912126,734.5
12/10/2020,918121,0.616935332,-0.11,3668.5,0.41461744,733.7
12/11/2020,296527,-0.84745346,-0.2,3661.25,0.40139582,732.25
12/14/2020,221323,-1.024623598,-0.4,3646.5,0.374496663,729.3
12/15/2020,115720,-1.273409541,1.32,3694.5,0.462032903,738.9
12/16/2020,79520,-1.358691694,0.17,3700.75,0.473430851,740.15
12/17/2020,62060,-1.399825019,0.55,3721.25,0.510816121,744.25
12/18/2020,933634,0.653481797,0.13,3726.25,0.519934479,745.25
12/21/2020,1301639,1.520450265,-1.09,3685.75,0.446075776,737.15
12/22/2020,869272,0.5018539,-0.23,3677.25,0.430574567,735.45
12/23/2020,639737,-0.038898555,0.12,3681.5,0.438325172,736.3
12/28/2020,473807,-0.429806499,1.25,3727.5,0.522214068,745.5
12/29/2020,650390,-0.013801573,-0.2,3720,0.508536531,744
12/30/2020,457574,-0.468049184,0.11,3724.25,0.516287136,744.85
12/31/2020,400961,-0.601421518,0.66,3748.75,0.560967092,749.75
1/4/2021,1290071,1.49319767,-1.51,3692.25,0.457929642,738.45
1/5/2021,961746,0.719709749,0.7,3718.25,0.505345105,743.65
1/6/2021,1423087,1.806564819,0.6,3740.5,0.5459218,748.1
1/7/2021,760416,0.245404342,1.47,3795.5,0.646223742,759.1
1/8/2021,1035440,0.893322538,0.58,3817.5,0.686344519,763.5
1/11/2021,804542,0.349359045,-0.67,3792,0.639840891,758.4
1/12/2021,848854,0.453751939,0.07,3794.5,0.644400071,758.9
1/13/2021,703893,0.112244035,0.24,3803.75,0.661269034,760.75
1/14/2021,709837,0.12624727,-0.33,3791.25,0.638473138,758.25
1/15/2021,1067450,0.968733635,-0.76,3762.25,0.585586659,752.45
1/19/2021,767205,0.261398279,0.75,3790.5,0.637105384,758.1
1/20/2021,626632,-0.069772108,1.44,3845,0.73649549,769
1/21/2021,553426,-0.242235237,0.03,3846,0.738319162,769.2
1/22/2021,630792,-0.059971728,-0.31,3834.25,0.71689102,766.85
1/25/2021,1191844,1.261788554,0.37,3848.5,0.742878341,769.7
1/26/2021,779412,0.290156269,-0.16,3842.5,0.731936311,768.5
1/27/2021,1611192,2.24971397,-2.56,3744.25,0.552760569,748.85
1/28/2021,1446451,1.861607145,0.93,3779.25,0.616589078,755.85
1/29/2021,1705079,2.470898651,-1.96,3705.25,0.481637374,741.05
2/1/2021,1085502,1.01126163,1.63,3765.75,0.59196951,753.15
2/2/2021,923295,0.629124555,1.39,3818.25,0.687712273,763.65
2/3/2021,803413,0.346699279,0.14,3823.5,0.697286549,764.7
2/4/2021,683457,0.064099669,1.07,3864.5,0.772057088,772.9
2/5/2021,605142,-0.120399552,0.41,3880.25,0.800779917,776.05
2/8/2021,523552,-0.312614215,0.72,3908,0.851386806,781.6
2/9/2021,505173,-0.355912576,-0.06,3905.5,0.846827626,781.1
2/10/2021,1048702,0.924565961,-0.06,3903,0.842268447,780.6
2/11/2021,845446,0.445723166,0.23,3912,0.858681492,782.4
2/12/2021,538150,-0.278223363,0.49,3931,0.893331254,786.2
2/16/2021,846600,0.448441829,-0.08,3927.75,0.887404321,785.55
2/17/2021,844376,0.443202395,0.01,3928,0.887860239,785.6
2/18/2021,891820,0.554973844,-0.47,3909.5,0.854122313,781.9
2/19/2021,776526,0.283357256,-0.17,3903,0.842268447,780.6
2/22/2021,867790,0.498362514,-0.76,3873.5,0.788470133,774.7
2/23/2021,1448708,1.866924322,0.12,3878,0.796676655,775.6
2/24/2021,1166913,1.203054594,1.15,3922.5,0.877830045,784.5
2/25/2021,1784926,2.65900705,-2.41,3828,0.705493072,765.6
2/26/2021,1906843,2.946226502,-0.49,3809.25,0.671299228,761.85
3/1/2021,963058,0.722800639,2.35,3898.75,0.834517843,779.75
3/2/2021,1240740,1.376980712,-0.8,3867.5,0.777528103,773.5
3/3/2021,1541944,2.086575338,-1.31,3816.75,0.684976765,763.35
3/4/2021,2214003,3.669852634,-1.34,3765.5,0.591513592,753.1
3/5/2021,2201668,3.640793094,1.95,3839,0.72555346,767.8
3/8/2021,1587819,2.194650441,-0.51,3819.25,0.689535945,763.85
3/9/2021,943071,0.675714053,1.41,3873.25,0.788014215,774.65
3/10/2021,1131511,1.119652418,0.6,3896.5,0.830414581,779.3
3/11/2021,731693,0.177736959,1.03,3936.75,0.903817366,787.35
3/12/2021,350592,-0.720083859,0.14,3942.25,0.91384756,788.45
3/15/2021,149588,-1.193621256,0.64,3967.5,0.95989527,793.5
3/16/2021,118247,-1.267456282,-0.13,3962.5,0.950776912,792.5
3/17/2021,118706,-1.266374942,0.29,3974,0.971749136,794.8
3/18/2021,93285,-1.326263273,-1.45,3916.5,0.866888015,783.3
3/19/2021,1073241,0.982376423,-0.1,3912.620117,0.859812382,782.5240234
3/22/2021,756434,0.236023305,0.44,3930,0.891507582,786
3/23/2021,1142576,1.145720016,-0.77,3899.75,0.836341514,779.95
3/24/2021,1171625,1.214155409,-0.49,3880.75,0.801691752,776.15
3/25/2021,1454050,1.879509329,0.51,3900.5,0.837709268,780.1
3/26/2021,1042676,0.910369545,1.65,3964.75,0.954880173,792.95
3/29/2021,1376697,1.697276447,-0.15,3959,0.944394061,791.8
3/30/2021,1057421,0.945106709,-0.28,3947.75,0.923877755,789.55
3/31/2021,764414,0.254823072,0.5,3967.5,0.95989527,793.5
4/1/2021,673486,0.040609383,1.07,4010,1.037401316,802
4/5/2021,589360,-0.157579743,1.44,4067.75,1.142718355,813.55
4/6/2021,732333,0.17924471,-0.09,4064,1.135879587,812.8
4/7/2021,669472,0.031152959,0.15,4070,1.146821617,814
4/8/2021,591195,-0.153256739,0.47,4089,1.181471378,817.8
4/9/2021,626181,-0.070834601,0.75,4119.5,1.237093364,823.9
4/12/2021,665456,0.021691823,0.02,4120.25,1.238461118,824.05
4/13/2021,646010,-0.024120242,0.3,4132.75,1.261257014,826.55
4/14/2021,1026844,0.873071561,-0.36,4118,1.234357857,823.6
4/15/2021,656640,0.000922556,1.08,4162.5,1.315511246,832.5
4/16/2021,694848,0.090935276,0.33,4176.25,1.340586732,835.25
4/19/2021,1024651,0.867905158,-0.5,4155.5,1.302745545,831.1
4/20/2021,1144209,1.149567136,-0.7,4126.5,1.249859066,825.3
4/21/2021,849638,0.455598933,0.93,4164.75,1.319614508,832.95
4/22/2021,1323732,1.572498292,-0.89,4127.75,1.252138656,825.55
4/23/2021,756478,0.236126963,1.06,4171.5,1.331924291,834.3
4/26/2021,557351,-0.232988484,0.19,4179.5,1.346513665,835.9
4/27/2021,572040,-0.198383248,-0.01,4179,1.345601829,835.8
4/28/2021,675029,0.044244476,-0.07,4176.25,1.340586732,835.25
4/29/2021,959965,0.715513962,0.65,4203.5,1.390281785,840.7
4/30/2021,945134,0.680574194,-0.69,4174.5,1.337395306,834.9
5/3/2021,656266,4.15E-05,0.27,4185.75,1.357911613,837.15
5/4/2021,1198349,1.277113427,-0.66,4158.25,1.307760642,831.65
5/5/2021,797762,0.333386311,0.04,4160,1.310952067,832
5/6/2021,1088435,1.018171369,0.82,4194.25,1.373412822,838.85
5/7/2021,788472,0.311500366,0.74,4225.25,1.429946644,845.05
5/10/2021,929364,0.643422273,-0.99,4183.5,1.353808352,836.7
5/11/2021,1592809,2.206406186,-0.89,4146.25,1.285876582,829.25
5/12/2021,1630334,2.294809853,-2.11,4058.75,1.12630531,811.75
5/13/2021,1390197,1.729080565,1.19,4107,1.214297469,821.4
5/14/2021,741723,0.20136624,1.51,4169,1.327365112,833.8
5/17/2021,840517,0.434111129,-0.27,4157.75,1.306848806,831.55
5/18/2021,754371,0.231163165,-0.84,4123,1.243476215,824.6
5/19/2021,1331299,1.590325089,-0.28,4111.5,1.222503991,822.3
5/20/2021,866585,0.495523702,1.04,4154.25,1.300465955,830.85
5/21/2021,905340,0.586825078,-0.06,4151.75,1.295906776,830.35
5/24/2021,565613,-0.213524364,1.01,4193.75,1.372500986,838.75
5/25/2021,750389,0.221782128,-0.2,4185.5,1.357455695,837.1
5/26/2021,613012,-0.101858929,0.18,4193,1.371133232,838.6
5/27/2021,631352,-0.058652446,0.14,4199,1.382075262,839.8
5/28/2021,525234,-0.308651658,0.08,4202.5,1.388458113,840.5
6/1/2021,807350,0.355974302,-0.1,4198.5,1.381163427,839.7
6/2/2021,660607,0.010268255,0.18,4206.25,1.395296882,841.25
6/3/2021,872101,0.508518629,-0.36,4191.25,1.367941807,838.25
6/4/2021,571086,-0.200630739,0.88,4228.25,1.435417659,845.65
6/7/2021,598200,-0.136753936,-0.07,4225.5,1.430402562,845.1
6/8/2021,752116,0.225850699,0.01,4225.75,1.43085848,845.15
6/9/2021,561993,-0.222052579,-0.17,4218.5,1.41763686,843.7
6/10/2021,737328,0.191012233,0.46,4238,1.453198458,847.6
6/11/2021,147389,-1.198801793,0.18,4245.75,1.467331913,849.15
6/14/2021,82896,-1.350738309,0.21,4254.75,1.483744958,850.95
6/15/2021,61522,-1.401092472,-0.19,4246.5,1.468699667,849.3
6/16/2021,69818,-1.381548253,-0.55,4223,1.425843383,844.6
6/17/2021,74669,-1.370119973,-0.02,4222.25,1.424475629,844.45
6/18/2021,983593,0.771178235,-0.83,4187.25,1.36064712,837.45
6/21/2021,724705,0.161274205,0.63,4213.75,1.40897442,842.75
6/22/2021,524090,-0.311346762,0.53,4236.25,1.450007032,847.25
6/23/2021,431530,-0.529405216,-0.11,4231.5,1.441344592,846.3
6/24/2021,412380,-0.574519946,0.58,4256,1.486024548,851.2
6/25/2021,388417,-0.630973433,0.36,4271.25,1.513835541,854.25
6/28/2021,439455,-0.510735021,0.22,4280.5,1.530704504,856.1
6/29/2021,448502,-0.489421551,0.04,4282,1.533440011,856.4
6/30/2021,535229,-0.285104831,0.15,4288.5,1.545293877,857.7
7/1/2021,498634,-0.371317549,0.52,4310.75,1.585870572,862.15
7/2/2021,446891,-0.493216842,0.74,4342.75,1.644228066,868.55
7/6/2021,735486,0.186672738,-0.2,4334,1.628270938,866.8
7/7/2021,683795,0.064895949,0.36,4349.75,1.656993767,869.95
7/8/2021,1139550,1.138591181,-0.84,4313,1.589973833,862.6
7/9/2021,579934,-0.179786085,1.09,4360,1.675686402,872
7/12/2021,497451,-0.374104532,0.38,4376.5,1.705776985,875.3
7/13/2021,660164,0.009224608,-0.35,4361.25,1.677965992,872.25
7/14/2021,691858,0.083891253,0.15,4367.75,1.689819857,873.55
7/15/2021,772186,0.273132821,-0.36,4352,1.661097029,870.4
7/16/2021,755256,0.233248101,-0.77,4318.5,1.600004027,863.7
7/19/2021,1324064,1.573280438,-1.56,4251.25,1.477362107,850.25
7/20/2021,900448,0.575300209,1.51,4315.5,1.594533012,863.1
7/21/2021,578208,-0.1838523,0.81,4350.5,1.658361521,870.1
7/22/2021,500563,-0.366773094,0.21,4359.5,1.674774566,871.9
7/23/2021,474398,-0.428414185,1,4403,1.754104284,880.6
7/26/2021,507978,-0.349304388,0.26,4414.25,1.77462059,882.85
7/27/2021,934515,0.65555731,-0.45,4394.5,1.738603075,878.9
7/28/2021,697343,0.096813148,-0.02,4393.75,1.737235321,878.75
7/29/2021,544719,-0.262747715,0.41,4411.75,1.770061411,882.35
7/30/2021,747455,0.214870033,-0.5,4389.5,1.729484716,877.9
8/2/2021,693668,0.088155361,-0.22,4379.75,1.711703917,875.95
8/3/2021,756469,0.23610576,0.8,4415,1.775988344,883
8/4/2021,555035,-0.238444657,-0.46,4394.75,1.739058993,878.95
8/5/2021,392989,-0.620202438,0.61,4421.5,1.78784221,884.3
8/6/2021,463755,-0.453487609,0.18,4429.5,1.802431583,885.9
8/9/2021,421819,-0.552282978,-0.08,4425.75,1.795592814,885.15
8/10/2021,434681,-0.521981899,0.1,4430,1.803343419,886
8/11/2021,448269,-0.489970466,0.24,4440.5,1.822491972,888.1
8/12/2021,365690,-0.684515076,0.32,4454.5,1.848023375,890.9
8/13/2021,352574,-0.715414543,0.18,4462.5,1.862612748,892.5
8/16/2021,658401,0.005071226,0.26,4474,1.883584973,894.8
8/17/2021,1042708,0.910444933,-0.68,4443.5,1.827962987,888.7
8/18/2021,936206,0.659541071,-1.1,4394.5,1.738603075,878.9
8/19/2021,1248532,1.395337578,0.16,4401.5,1.751368776,880.3
8/20/2021,814722,0.373341706,0.81,4437,1.816109121,887.4
8/23/2021,496055,-0.377393313,0.87,4475.5,1.88632048,895.1
8/24/2021,428828,-0.535770751,0.16,4482.5,1.899086182,896.5
8/25/2021,400720,-0.60198928,0.23,4493,1.918234734,898.6
8/26/2021,784883,0.303045182,-0.59,4466.5,1.869907435,893.3
8/27/2021,540107,-0.273612944,0.87,4505.5,1.94103063,901.1
8/30/2021,509281,-0.346234701,0.44,4525.25,1.977048146,905.05
8/31/2021,775486,0.280907161,-0.1,4520.5,1.968385705,904.1
9/1/2021,580462,-0.17854219,0.02,4521.25,1.969753459,904.25
9/2/2021,588129,-0.160479807,0.31,4535.25,1.995284863,907.05
9/3/2021,655159,-0.002566474,-0.02,4534.5,1.993917109,906.9
9/7/2021,763253,0.252087918,-0.34,4519.25,1.966106116,903.85
9/8/2021,804048,0.34819525,-0.15,4512.5,1.953796332,902.5
9/9/2021,794664,0.326087854,-0.45,4492.25,1.916866981,898.45
9/10/2021,318006,-0.796851931,-0.76,4458.25,1.854862144,891.65
9/13/2021,238911,-0.983188722,0.24,4469,1.874466614,893.8
9/14/2021,138861,-1.218892572,-0.55,4444.5,1.829786658,888.9
9/15/2021,124317,-1.253156208,0.84,4481.75,1.897718428,896.35
9/16/2021,83475,-1.349374265,-0.17,4474.25,1.884040891,894.85
9/17/2021,946289,0.683295213,-0.22,4464.330078,1.86595021,892.8660156
9/20/2021,1230989,1.354008716,-0.95,4421.75,1.788298128,884.35
9/21/2021,1188465,1.253828101,-1.78,4343.25,1.645139901,868.65
9/22/2021,966992,0.732068594,0.94,4384,1.719454522,876.8
9/23/2021,726540,0.165597209,1.23,4438,1.817932792,887.6
9/24/2021,680375,0.056838906,0.17,4445.75,1.832066248,889.15
9/27/2021,679707,0.055265191,-0.29,4433,1.808814434,886.6
9/28/2021,1332967,1.594254664,-2.02,4343.5,1.645595819,868.7
9/29/2021,1089102,1.019742728,0.14,4349.75,1.656993767,869.95
